DOMAIN,ID,LAST_UPDATED,CASE_ID,CLOSED,CLOSED_BY,DATE_CLOSED,DATE_MODIFIED,INDEXED_ON,PARENT_CASE_ID,PARENT_CASE_TYPE,PARENT_RELATIONSHIP,OPENED_BY,CASE_NAME,CASE_TYPE,DATE_OPENED,DOB,EXTERNAL_ID,FIRST_NAME,LAST_NAME,MEDICAID_ID,MIDDLE_NAME,OWNER_ID,SOCIAL_SECURITY_NUMBER,RESOURCE_URI,SERVER_DATE_MODIFIED,SERVER_DATE_OPENED,USER_ID
co-carecoordination-test,d3b0954fd0574996b60752ddec8fc7dd,2024-05-20 18:47:55.905,d3b0954fd0574996b60752ddec8fc7dd,false,,,2024-05-20 18:47:40.684,2024-05-20 18:47:43.470,64eb6ecffc5a4b84b6c8525749c2e85f,client,extension,35dd35d8989859a0443e8e26a094394c,Justin Torres,alias,2022-07-11 20:16:38.344,,,Justin,Torres,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:47:40.740,2022-07-11 20:16:38.431,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,d8c6d9e656f746f481527a454601b279,2024-05-20 18:48:17.726,d8c6d9e656f746f481527a454601b279,false,,,2024-05-20 18:47:54.526,2024-05-20 18:47:57.338,3e1fd887e1aa44afb4a545a59c6b66a4,client,extension,35dd35d8989859a0443e8e26a094394c,Alan Davis,alias,2022-07-11 20:15:28.041,,,Alan,Davis,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:47:54.560,2022-07-11 20:15:28.098,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,6288fd0344c7449e8562198bb00c15e7,2024-05-20 18:42:51.878,6288fd0344c7449e8562198bb00c15e7,false,,,2024-05-20 18:42:36.928,2024-05-20 18:42:38.818,81f71a92b7c24e75b45573b610432479,client,extension,35dd35d8989859a0443e8e26a094394c,Amber Hernandez,alias,2022-07-11 20:22:10.634,,,Amber,Hernandez,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:42:37.137,2022-07-11 20:22:10.715,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,656bc45790654316ba6ab19d99d2816c,2024-05-20 18:42:51.878,656bc45790654316ba6ab19d99d2816c,false,,,2024-05-20 18:42:44.198,2024-05-20 18:42:48.377,9ed852715dec45c09da7e2d63aad3b19,client,extension,35dd35d8989859a0443e8e26a094394c,Patrick Patel,alias,2022-07-11 20:17:22.396,,,Patrick,Patel,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:42:44.389,2022-07-11 20:17:22.724,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,6bcfb4f760614f04a1615c0b671a929e,2024-05-20 18:43:13.850,6bcfb4f760614f04a1615c0b671a929e,false,,,2024-05-20 18:43:02.747,2024-05-20 18:43:12.451,9ea6370bbfe646e6be8d43e9ea6135a9,client,extension,35dd35d8989859a0443e8e26a094394c,Leslie Davis,alias,2022-07-11 20:19:40.331,,,Leslie,Davis,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:43:06.811,2022-07-11 20:19:40.634,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,77eedb6f93d14feeb41b03cbacb68fb6,2024-05-20 18:43:55.199,77eedb6f93d14feeb41b03cbacb68fb6,false,,,2024-05-20 18:43:42.756,2024-05-20 18:43:50.818,c68c2d6366594d26b42493c126fdcc52,client,extension,35dd35d8989859a0443e8e26a094394c,Justin Torres,alias,2022-07-11 20:25:42.222,,,Justin,Torres,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:43:42.982,2022-07-11 20:25:42.287,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,9458478ee5e74f65912c2e93d51ffa01,2024-05-20 18:49:22.737,9458478ee5e74f65912c2e93d51ffa01,false,,,2024-05-20 18:49:05.640,2024-05-20 18:49:07.768,04da67b0ee53441b9bab09bdff5de972,client,extension,35dd35d8989859a0443e8e26a094394c,Robert Matthews,alias,2022-07-11 20:21:17.690,,,Robert,Matthews,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:49:05.808,2022-07-11 20:21:17.792,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,9ca97d0b4a8a4753946b5d402664587b,2024-05-20 18:49:44.809,9ca97d0b4a8a4753946b5d402664587b,false,,,2024-05-20 18:49:26.588,2024-05-20 18:49:29.227,9ea57f335ab44278935c0baf64364b12,client,extension,35dd35d8989859a0443e8e26a094394c,Maria Murillo,alias,2022-07-11 20:26:55.927,,,Maria,Murillo,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:49:26.640,2022-07-11 20:26:56.182,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,9e712ac113b048a6934aaaa3f3f0074f,2025-06-18 10:40:45.044,9e712ac113b048a6934aaaa3f3f0074f,false,,,2025-06-18 06:06:41.545,2025-06-18 06:07:04.615,23f5a161-de60-46fb-a6a9-0907ee1a6acf,client,extension,35dd35d8989859a0443e8e26a094394c,Nancy Campbell,alias,2022-07-11 20:22:25.426,,,Nancy,Campbell,,,d4466a97901a438f927ebae2bcfbaa4d,,,2025-06-18 06:06:41.717,2022-07-11 20:22:25.521,d3da19206518417a922fddc7ff858411
co-carecoordination-test,076d6c28-6da4-459e-9ec9-5fdf9730a074,2025-05-16 10:40:44.951,076d6c28-6da4-459e-9ec9-5fdf9730a074,false,,,2025-05-16 05:54:34.792,2025-05-16 05:54:46.917,99b3a91d-47f1-4b1c-815c-d16b6db4c314,client,extension,d3da19206518417a922fddc7ff858411,may 2025-11 2025,alias,2025-05-16 05:54:34.792,,,may 2025-11,2025,,,d4466a97901a438f927ebae2bcfbaa4d,,,2025-05-16 05:54:34.851,2025-05-16 05:54:34.851,d3da19206518417a922fddc7ff858411
co-carecoordination-test,0760ac5a-d131-4e4d-a846-a169be9a13d7,2025-05-16 10:40:44.951,0760ac5a-d131-4e4d-a846-a169be9a13d7,false,,,2025-05-16 05:53:29.208,2025-05-16 05:53:34.776,99b3a91d-47f1-4b1c-815c-d16b6db4c314,client,extension,d3da19206518417a922fddc7ff858411,may 2025-2 may 2025-2,alias,2025-05-16 05:53:29.208,,,may 2025-2,may 2025-2,,,d4466a97901a438f927ebae2bcfbaa4d,,,2025-05-16 05:53:29.261,2025-05-16 05:53:29.261,d3da19206518417a922fddc7ff858411
co-carecoordination-test,2375e895-aa04-4593-9797-4b0d6dedd368,2025-05-16 10:40:44.951,2375e895-aa04-4593-9797-4b0d6dedd368,false,,,2025-05-16 05:53:29.208,2025-05-16 05:53:53.913,99b3a91d-47f1-4b1c-815c-d16b6db4c314,client,extension,d3da19206518417a922fddc7ff858411,may 2025-1 may 2025-1,alias,2025-05-16 05:53:29.208,,,may 2025-1,may 2025-1,,,d4466a97901a438f927ebae2bcfbaa4d,,,2025-05-16 05:53:29.261,2025-05-16 05:53:29.261,d3da19206518417a922fddc7ff858411
co-carecoordination-test,ebfefda61b6648bbbb021cc6788942fe,2024-05-20 18:50:50.452,ebfefda61b6648bbbb021cc6788942fe,false,,,2024-05-20 18:50:06.493,2024-05-20 18:50:42.890,5e15befe003c4a658d2a3fee7792d7f4,client,extension,35dd35d8989859a0443e8e26a094394c,Adam Cohen,alias,2022-07-11 20:24:54.538,,,Adam,Cohen,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:50:06.528,2022-07-11 20:24:54.788,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,22e34f434cce4ce8aa1f29ef1fbe5688,2024-05-20 18:51:39.697,22e34f434cce4ce8aa1f29ef1fbe5688,false,,,2024-05-20 18:51:03.161,2024-05-20 18:51:26.421,79b2cd871cbe4888861b399f31d5548a,client,extension,35dd35d8989859a0443e8e26a094394c,Justin Torres,alias,2022-07-11 20:20:24.218,,,Justin,Torres,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:51:03.303,2022-07-11 20:20:24.457,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,2929f333151d4b3482a24d06a4bfa5c3,2025-06-18 10:40:45.044,2929f333151d4b3482a24d06a4bfa5c3,false,,,2025-06-18 06:06:41.545,2025-06-18 06:07:09.085,23f5a161-de60-46fb-a6a9-0907ee1a6acf,client,extension,35dd35d8989859a0443e8e26a094394c,Patrick,alias,2022-07-11 20:13:32.737,,,Patrick,,,,d4466a97901a438f927ebae2bcfbaa4d,,,2025-06-18 06:06:41.717,2022-07-11 20:13:32.888,d3da19206518417a922fddc7ff858411
co-carecoordination-test,3357d92342b54d0c89453fecc728e9ca,2024-05-20 18:53:08.693,3357d92342b54d0c89453fecc728e9ca,false,,,2024-05-20 18:51:43.429,2024-05-20 18:52:48.146,18f5f493ca91446387f8e72b8042b99b,client,extension,35dd35d8989859a0443e8e26a094394c,Annette Perez,alias,2022-07-11 20:15:37.382,,,Annette,Perez,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:51:43.463,2022-07-11 20:15:37.636,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,4338fa6fb567476691f3ca683280f48e,2024-05-20 18:52:46.989,4338fa6fb567476691f3ca683280f48e,false,,,2024-05-20 18:52:26.473,2024-05-20 18:52:40.810,9ec484614b8b4682a2810e506fbe599c,client,extension,35dd35d8989859a0443e8e26a094394c,Christopher Franklin,alias,2022-07-11 20:24:16.316,,,Christopher,Franklin,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:52:26.602,2022-07-11 20:24:16.393,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,441bc522ba7446aa87e1e6084dadbef8,2024-05-20 18:52:46.989,441bc522ba7446aa87e1e6084dadbef8,false,,,2024-05-20 18:52:29.817,2024-05-20 18:52:35.664,354d4ba8a68c449b88ee2f63f5ed7c15,client,extension,35dd35d8989859a0443e8e26a094394c,Justin Harris,alias,2022-07-11 20:27:38.949,,,Justin,Harris,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:52:30.046,2022-07-11 20:27:39.096,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,55fc530ca10147848f2f464e7f5167ff,2024-05-20 18:53:29.975,55fc530ca10147848f2f464e7f5167ff,false,,,2024-05-20 18:53:17.113,2024-05-20 18:53:22.851,9eb0ff0f3c6e438b95ae0d01fb782f14,client,extension,35dd35d8989859a0443e8e26a094394c,Antonio Stevens,alias,2022-07-11 20:28:30.697,,,Antonio,Stevens,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:53:17.240,2022-07-11 20:28:31.002,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,1e7126d7bcf24b75963d29a84b3ea173,2024-05-20 18:47:34.926,1e7126d7bcf24b75963d29a84b3ea173,false,,,2024-05-20 18:45:26.433,2024-05-20 18:47:24.976,9eaadc35130444ba971fd6f572cd9a19,client,extension,35dd35d8989859a0443e8e26a094394c,Melinda Nunez,alias,2022-07-11 20:15:37.563,,,Melinda,Nunez,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:45:26.531,2022-07-11 20:15:37.636,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,a4f446ce6e3b40c798caa5ebe0a6f710,2024-05-20 18:45:43.978,a4f446ce6e3b40c798caa5ebe0a6f710,false,,,2024-05-20 18:45:39.809,2024-05-20 18:45:43.194,9eadecde311341a1bea6a4a0ffe22ebb,client,extension,35dd35d8989859a0443e8e26a094394c,Michelle Dixon,alias,2022-07-11 20:28:16.897,,,Michelle,Dixon,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:45:39.954,2022-07-11 20:28:17.024,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,ba101d2f9f6748a4ad8d0f08ffba7e7c,2024-05-20 18:46:49.776,ba101d2f9f6748a4ad8d0f08ffba7e7c,false,,,2024-05-20 18:46:34.916,2024-05-20 18:46:36.466,9eb44d25f1f14ff1aa786f0d6f27ce95,client,extension,35dd35d8989859a0443e8e26a094394c,Adam Green,alias,2022-07-11 20:28:02.433,,,Adam,Green,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:46:34.932,2022-07-11 20:28:02.555,4dc757abe136d63f65b43ee6a7afd619
co-carecoordination-test,c87268ae1b6546c387131902cb22a65e,2024-05-20 18:48:17.726,c87268ae1b6546c387131902cb22a65e,false,,,2024-05-20 18:47:11.122,2024-05-20 18:47:56.241,9eb475befcba46e8a8a16773d2013647,client,extension,35dd35d8989859a0443e8e26a094394c,Kimberly Nunez,alias,2022-07-11 20:16:18.365,,,Kimberly,Nunez,,,d4466a97901a438f927ebae2bcfbaa4d,,,2024-05-20 18:47:14.212,2022-07-11 20:16:18.510,4dc757abe136d63f65b43ee6a7afd619
